"sample_id","id","storage_condition","reactor","filtered","RNase_treated","time_point","dilution_factor","target","task","CT","plate_id","Exp_loc","experiment"
"20R2F-Y-T1-5x","20R2F","20","R2","F","Y","T1","5","MP1","UNKNOWN","18.21008","P28","stanford_expts","5"
"20R2F-Y-T3-5x","20R2F","20","R2","F","Y","T3","5","MP1","UNKNOWN","23.80846","P28","stanford_expts","5"
"20R2F-Y-T29-1x","20R2F","20","R2","F","Y","T29","1","MP1","UNKNOWN","30.76454","P28","stanford_expts","5"
"20R2F-Y-T29-1x","20R2F","20","R2","F","Y","T29","1","MP1","UNKNOWN","30.21667","P28","stanford_expts","5"
"20R2F-N-T3-1x","20R2F","20","R2","F","N","T3","1","MP1","UNKNOWN","14.24852","P28","stanford_expts","5"
"20R2F-N-T3-1x","20R2F","20","R2","F","N","T3","1","MP1","UNKNOWN","14.87662","P28","stanford_expts","5"
"20R2F-N-T3-5x","20R2F","20","R2","F","N","T3","5","MP1","UNKNOWN","18.10659","P28","stanford_expts","5"
"20R2F-N-T3-5x","20R2F","20","R2","F","N","T3","5","MP1","UNKNOWN","17.89738","P28","stanford_expts","5"
"20R2F-Y-T3-1x","20R2F","20","R2","F","Y","T3","1","MP1","UNKNOWN","21.0461","P28","stanford_expts","5"
"20R2F-Y-T3-1x","20R2F","20","R2","F","Y","T3","1","MP1","UNKNOWN","21.84656","P28","stanford_expts","5"
"20R2F-Y-T3-5x","20R2F","20","R2","F","Y","T3","5","MP1","UNKNOWN","24.13455","P28","stanford_expts","5"
"20R2F-Y-T5-5x","20R2F","20","R2","F","Y","T5","5","MP1","UNKNOWN","21.74683","P28","stanford_expts","5"
"20R2F-Y-T36-1x","20R2F","20","R2","F","Y","T36","1","MP1","UNKNOWN","32.66814","P28","stanford_expts","5"
"20R2F-Y-T36-1x","20R2F","20","R2","F","Y","T36","1","MP1","UNKNOWN","31.54499","P28","stanford_expts","5"
"20R2F-N-T5-1x","20R2F","20","R2","F","N","T5","1","MP1","UNKNOWN","15.54966","P28","stanford_expts","5"
"20R2F-N-T5-1x","20R2F","20","R2","F","N","T5","1","MP1","UNKNOWN","15.8384","P28","stanford_expts","5"
"20R2F-N-T5-5x","20R2F","20","R2","F","N","T5","5","MP1","UNKNOWN","19.28362","P28","stanford_expts","5"
"20R2F-N-T5-5x","20R2F","20","R2","F","N","T5","5","MP1","UNKNOWN","19.51102","P28","stanford_expts","5"
"20R2F-Y-T5-1x","20R2F","20","R2","F","Y","T5","1","MP1","UNKNOWN","17.819","P28","stanford_expts","5"
"20R2F-Y-T5-1x","20R2F","20","R2","F","Y","T5","1","MP1","UNKNOWN","18.41987","P28","stanford_expts","5"
"20R2F-Y-T5-5x","20R2F","20","R2","F","Y","T5","5","MP1","UNKNOWN","21.59419","P28","stanford_expts","5"
"20R2F-Y-T7-5x","20R2F","20","R2","F","Y","T7","5","MP1","UNKNOWN","22.39562","P28","stanford_expts","5"
"20R2F-N-T29-5x","20R2F","20","R2","F","N","T29","5","MP1","UNKNOWN","29.70044","P28","stanford_expts","5"
"20R2F-N-T29-5x","20R2F","20","R2","F","N","T29","5","MP1","UNKNOWN","30.22133","P28","stanford_expts","5"
"20R2F-N-T7-1x","20R2F","20","R2","F","N","T7","1","MP1","UNKNOWN","15.11666","P28","stanford_expts","5"
"20R2F-N-T7-1x","20R2F","20","R2","F","N","T7","1","MP1","UNKNOWN","14.96056","P28","stanford_expts","5"
"20R2F-N-T7-5x","20R2F","20","R2","F","N","T7","5","MP1","UNKNOWN","19.14137","P28","stanford_expts","5"
"20R2F-N-T7-5x","20R2F","20","R2","F","N","T7","5","MP1","UNKNOWN","19.0312","P28","stanford_expts","5"
"20R2F-Y-T7-1x","20R2F","20","R2","F","Y","T7","1","MP1","UNKNOWN","19.20042","P28","stanford_expts","5"
"20R2F-Y-T7-1x","20R2F","20","R2","F","Y","T7","1","MP1","UNKNOWN","19.37033","P28","stanford_expts","5"
"20R2F-Y-T7-5x","20R2F","20","R2","F","Y","T7","5","MP1","UNKNOWN","22.94388","P28","stanford_expts","5"
"20R2F-Y-T10-5x","20R2F","20","R2","F","Y","T10","5","MP1","UNKNOWN","24.89539","P28","stanford_expts","5"
"20R2F-N-T36-5x","20R2F","20","R2","F","N","T36","5","MP1","UNKNOWN","31.90866","P28","stanford_expts","5"
"20R2F-N-T36-5x","20R2F","20","R2","F","N","T36","5","MP1","UNKNOWN","31.19629","P28","stanford_expts","5"
"20R2F-N-T10-1x","20R2F","20","R2","F","N","T10","1","MP1","UNKNOWN","16.83733","P28","stanford_expts","5"
"20R2F-N-T10-1x","20R2F","20","R2","F","N","T10","1","MP1","UNKNOWN","16.49402","P28","stanford_expts","5"
"20R2F-N-T10-5x","20R2F","20","R2","F","N","T10","5","MP1","UNKNOWN","20.76266","P28","stanford_expts","5"
"20R2F-N-T10-5x","20R2F","20","R2","F","N","T10","5","MP1","UNKNOWN","21.89713","P28","stanford_expts","5"
"20R2F-Y-T10-1x","20R2F","20","R2","F","Y","T10","1","MP1","UNKNOWN","21.64649","P28","stanford_expts","5"
"20R2F-Y-T10-1x","20R2F","20","R2","F","Y","T10","1","MP1","UNKNOWN","22.51742","P28","stanford_expts","5"
"20R2F-Y-T10-5x","20R2F","20","R2","F","Y","T10","5","MP1","UNKNOWN","24.90809","P28","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"MP1","NTC","Undetermined","P28","stanford_expts","extraction_control_5"
"20R2F-Y-T14-5x","20R2F","20","R2","F","Y","T14","5","MP1","UNKNOWN","26.82698","P28","stanford_expts","5"
"20R2F-Y-T29-5x","20R2F","20","R2","F","Y","T29","5","MP1","UNKNOWN","Undetermined","P28","stanford_expts","5"
"20R2F-Y-T29-5x","20R2F","20","R2","F","Y","T29","5","MP1","UNKNOWN","Undetermined","P28","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"MP1","NTC","Undetermined","P28","stanford_expts","extraction_control_5"
"20R2F-N-T14-1x","20R2F","20","R2","F","N","T14","1","MP1","UNKNOWN","18.31663","P28","stanford_expts","5"
"20R2F-N-T14-1x","20R2F","20","R2","F","N","T14","1","MP1","UNKNOWN","17.87443","P28","stanford_expts","5"
"20R2F-N-T14-5x","20R2F","20","R2","F","N","T14","5","MP1","UNKNOWN","22.96444","P28","stanford_expts","5"
"20R2F-N-T14-5x","20R2F","20","R2","F","N","T14","5","MP1","UNKNOWN","22.57957","P28","stanford_expts","5"
"20R2F-Y-T14-1x","20R2F","20","R2","F","Y","T14","1","MP1","UNKNOWN","23.00966","P28","stanford_expts","5"
"20R2F-Y-T14-1x","20R2F","20","R2","F","Y","T14","1","MP1","UNKNOWN","23.1364","P28","stanford_expts","5"
"20R2F-Y-T14-5x","20R2F","20","R2","F","Y","T14","5","MP1","UNKNOWN","27.32932","P28","stanford_expts","5"
"20R2F-Y-T22-5x","20R2F","20","R2","F","Y","T22","5","MP1","UNKNOWN","33.00748","P28","stanford_expts","5"
"20R2F-Y-T36-5x","20R2F","20","R2","F","Y","T36","5","MP1","UNKNOWN","Undetermined","P28","stanford_expts","5"
"20R2F-Y-T36-5x","20R2F","20","R2","F","Y","T36","5","MP1","UNKNOWN","Undetermined","P28","stanford_expts","5"
"20R2F-N-T22-1x","20R2F","20","R2","F","N","T22","1","MP1","UNKNOWN","23.69264","P28","stanford_expts","5"
"20R2F-N-T22-1x","20R2F","20","R2","F","N","T22","1","MP1","UNKNOWN","23.72715","P28","stanford_expts","5"
"20R2F-N-T22-5x","20R2F","20","R2","F","N","T22","5","MP1","UNKNOWN","35.15431","P28","stanford_expts","5"
"20R2F-N-T22-5x","20R2F","20","R2","F","N","T22","5","MP1","UNKNOWN","28.90554","P28","stanford_expts","5"
"20R2F-Y-T22-1x","20R2F","20","R2","F","Y","T22","1","MP1","UNKNOWN","28.93633","P28","stanford_expts","5"
"20R2F-Y-T22-1x","20R2F","20","R2","F","Y","T22","1","MP1","UNKNOWN","29.80436","P28","stanford_expts","5"
"20R2F-Y-T22-5x","20R2F","20","R2","F","Y","T22","5","MP1","UNKNOWN","34.08349","P28","stanford_expts","5"
"10R2U-Y-T0-5x","10R2U","10","R2","U","Y","T0","5","NR1","UNKNOWN","29.68129","P29","stanford_expts","5"
"10R2U-N-T29-1x","10R2U","10","R2","U","N","T29","1","NR1","UNKNOWN","32.92813","P29","stanford_expts","5"
"10R2U-N-T29-1x","10R2U","10","R2","U","N","T29","1","NR1","UNKNOWN","32.68899","P29","stanford_expts","5"
"10R2U-N-T0-1x","10R2U","10","R2","U","N","T0","1","NR1","UNKNOWN","28.10673","P29","stanford_expts","5"
"10R2U-N-T0-1x","10R2U","10","R2","U","N","T0","1","NR1","UNKNOWN","27.43392","P29","stanford_expts","5"
"10R2U-N-T0-5x","10R2U","10","R2","U","N","T0","5","NR1","UNKNOWN","32.66044","P29","stanford_expts","5"
"10R2U-N-T0-5x","10R2U","10","R2","U","N","T0","5","NR1","UNKNOWN","33.52358","P29","stanford_expts","5"
"10R2U-Y-T0-1x","10R2U","10","R2","U","Y","T0","1","NR1","UNKNOWN","24.68807","P29","stanford_expts","5"
"10R2U-Y-T0-1x","10R2U","10","R2","U","Y","T0","1","NR1","UNKNOWN","24.79672","P29","stanford_expts","5"
"10R2U-Y-T0-5x","10R2U","10","R2","U","Y","T0","5","NR1","UNKNOWN","29.59033","P29","stanford_expts","5"
"10R2U-Y-T1-5x","10R2U","10","R2","U","Y","T1","5","NR1","UNKNOWN","30.07347","P29","stanford_expts","5"
"20R2U-N-T36-1x","20R2U","20","R2","U","N","T36","1","NR1","UNKNOWN","Undetermined","P29","stanford_expts","5"
"20R2U-N-T36-1x","20R2U","20","R2","U","N","T36","1","NR1","UNKNOWN","Undetermined","P29","stanford_expts","5"
"10R2U-N-T1-1x","10R2U","10","R2","U","N","T1","1","NR1","UNKNOWN","27.90263","P29","stanford_expts","5"
"10R2U-N-T1-1x","10R2U","10","R2","U","N","T1","1","NR1","UNKNOWN","27.25968","P29","stanford_expts","5"
"10R2U-N-T1-5x","10R2U","10","R2","U","N","T1","5","NR1","UNKNOWN","32.63976","P29","stanford_expts","5"
"10R2U-N-T1-5x","10R2U","10","R2","U","N","T1","5","NR1","UNKNOWN","31.59517","P29","stanford_expts","5"
"10R2U-Y-T1-1x","10R2U","10","R2","U","Y","T1","1","NR1","UNKNOWN","24.82403","P29","stanford_expts","5"
"10R2U-Y-T1-1x","10R2U","10","R2","U","Y","T1","1","NR1","UNKNOWN","24.93072","P29","stanford_expts","5"
"10R2U-Y-T1-5x","10R2U","10","R2","U","Y","T1","5","NR1","UNKNOWN","29.76024","P29","stanford_expts","5"
"10R2U-Y-T3-5x","10R2U","10","R2","U","Y","T3","5","NR1","UNKNOWN","29.28402","P29","stanford_expts","5"
"10R2U-Y-T29-1x","10R2U","10","R2","U","Y","T29","1","NR1","UNKNOWN","Undetermined","P29","stanford_expts","5"
"10R2U-Y-T29-1x","10R2U","10","R2","U","Y","T29","1","NR1","UNKNOWN","Undetermined","P29","stanford_expts","5"
"10R2U-N-T3-1x","10R2U","10","R2","U","N","T3","1","NR1","UNKNOWN","25.90304","P29","stanford_expts","5"
"10R2U-N-T3-1x","10R2U","10","R2","U","N","T3","1","NR1","UNKNOWN","25.99469","P29","stanford_expts","5"
"10R2U-N-T3-5x","10R2U","10","R2","U","N","T3","5","NR1","UNKNOWN","30.67088","P29","stanford_expts","5"
"10R2U-N-T3-5x","10R2U","10","R2","U","N","T3","5","NR1","UNKNOWN","30.57854","P29","stanford_expts","5"
"10R2U-Y-T3-1x","10R2U","10","R2","U","Y","T3","1","NR1","UNKNOWN","24.12283","P29","stanford_expts","5"
"10R2U-Y-T3-1x","10R2U","10","R2","U","Y","T3","1","NR1","UNKNOWN","23.9581","P29","stanford_expts","5"
"10R2U-Y-T3-5x","10R2U","10","R2","U","Y","T3","5","NR1","UNKNOWN","29.00342","P29","stanford_expts","5"
"10R2U-Y-T5-5x","10R2U","10","R2","U","Y","T5","5","NR1","UNKNOWN","31.766","P29","stanford_expts","5"
"10R2U-N-T5-1x","10R2U","10","R2","U","N","T5","1","NR1","UNKNOWN","27.2359","P29","stanford_expts","5"
"10R2U-N-T5-1x","10R2U","10","R2","U","N","T5","1","NR1","UNKNOWN","27.14909","P29","stanford_expts","5"
"10R2U-N-T5-5x","10R2U","10","R2","U","N","T5","5","NR1","UNKNOWN","31.21126","P29","stanford_expts","5"
"10R2U-N-T5-5x","10R2U","10","R2","U","N","T5","5","NR1","UNKNOWN","31.53487","P29","stanford_expts","5"
"10R2U-Y-T5-1x","10R2U","10","R2","U","Y","T5","1","NR1","UNKNOWN","25.76893","P29","stanford_expts","5"
"10R2U-Y-T5-1x","10R2U","10","R2","U","Y","T5","1","NR1","UNKNOWN","25.67801","P29","stanford_expts","5"
"10R2U-Y-T5-5x","10R2U","10","R2","U","Y","T5","5","NR1","UNKNOWN","31.5233","P29","stanford_expts","5"
"10R2U-Y-T7-5x","10R2U","10","R2","U","Y","T7","5","NR1","UNKNOWN","32.46002","P29","stanford_expts","5"
"10R2U-N-T29-5x","10R2U","10","R2","U","N","T29","5","NR1","UNKNOWN","Undetermined","P29","stanford_expts","5"
"10R2U-N-T29-5x","10R2U","10","R2","U","N","T29","5","NR1","UNKNOWN","Undetermined","P29","stanford_expts","5"
"10R2U-N-T7-1x","10R2U","10","R2","U","N","T7","1","NR1","UNKNOWN","29.50914","P29","stanford_expts","5"
"10R2U-N-T7-1x","10R2U","10","R2","U","N","T7","1","NR1","UNKNOWN","29.42492","P29","stanford_expts","5"
"10R2U-N-T10-5x","10R2U","10","R2","U","N","T10","5","NR1","UNKNOWN","Undetermined","P29","stanford_expts","5"
"10R2U-N-T7-5x","10R2U","10","R2","U","N","T7","5","NR1","UNKNOWN","35.88789","P29","stanford_expts","5"
"10R2U-Y-T7-1x","10R2U","10","R2","U","Y","T7","1","NR1","UNKNOWN","28.39982","P29","stanford_expts","5"
"10R2U-Y-T7-1x","10R2U","10","R2","U","Y","T7","1","NR1","UNKNOWN","28.24604","P29","stanford_expts","5"
"10R2U-Y-T7-5x","10R2U","10","R2","U","Y","T7","5","NR1","UNKNOWN","33.31483","P29","stanford_expts","5"
"10R2U-Y-T10-5x","10R2U","10","R2","U","Y","T10","5","NR1","UNKNOWN","34.09044","P29","stanford_expts","5"
"20R2U-N-T36-5x","20R2U","20","R2","U","N","T36","5","NR1","UNKNOWN","Undetermined","P29","stanford_expts","5"
"20R2U-N-T36-5x","20R2U","20","R2","U","N","T36","5","NR1","UNKNOWN","Undetermined","P29","stanford_expts","5"
"10R2U-N-T10-1x","10R2U","10","R2","U","N","T10","1","NR1","UNKNOWN","30.82583","P29","stanford_expts","5"
"10R2U-N-T10-1x","10R2U","10","R2","U","N","T10","1","NR1","UNKNOWN","30.89302","P29","stanford_expts","5"
"10R2U-N-T7-5x","10R2U","10","R2","U","N","T7","5","NR1","UNKNOWN","34.2494","P29","stanford_expts","5"
"10R2U-N-T10-5x","10R2U","10","R2","U","N","T10","5","NR1","UNKNOWN","37.12243","P29","stanford_expts","5"
"10R2U-Y-T10-1x","10R2U","10","R2","U","Y","T10","1","NR1","UNKNOWN","29.38303","P29","stanford_expts","5"
"10R2U-Y-T10-1x","10R2U","10","R2","U","Y","T10","1","NR1","UNKNOWN","29.47781","P29","stanford_expts","5"
"10R2U-Y-T10-5x","10R2U","10","R2","U","Y","T10","5","NR1","UNKNOWN","38.65915","P29","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"NR1","NTC","Undetermined","P29","stanford_expts","extraction_control_5"
"10R2U-Y-T14-5x","10R2U","10","R2","U","Y","T14","5","NR1","UNKNOWN","39.06927","P29","stanford_expts","5"
"10R2U-Y-T29-5x","10R2U","10","R2","U","Y","T29","5","NR1","UNKNOWN","Undetermined","P29","stanford_expts","5"
"10R2U-Y-T29-5x","10R2U","10","R2","U","Y","T29","5","NR1","UNKNOWN","Undetermined","P29","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"NR1","NTC","Undetermined","P29","stanford_expts","extraction_control_5"
"10R2U-N-T14-1x","10R2U","10","R2","U","N","T14","1","NR1","UNKNOWN","29.26682","P29","stanford_expts","5"
"10R2U-N-T14-1x","10R2U","10","R2","U","N","T14","1","NR1","UNKNOWN","29.7453","P29","stanford_expts","5"
"10R2U-N-T14-5x","10R2U","10","R2","U","N","T14","5","NR1","UNKNOWN","33.66998","P29","stanford_expts","5"
"10R2U-N-T14-5x","10R2U","10","R2","U","N","T14","5","NR1","UNKNOWN","34.90038","P29","stanford_expts","5"
"10R2U-Y-T14-1x","10R2U","10","R2","U","Y","T14","1","NR1","UNKNOWN","29.70942","P29","stanford_expts","5"
"10R2U-Y-T14-1x","10R2U","10","R2","U","Y","T14","1","NR1","UNKNOWN","30.50948","P29","stanford_expts","5"
"10R2U-Y-T14-5x","10R2U","10","R2","U","Y","T14","5","NR1","UNKNOWN","37.2155","P29","stanford_expts","5"
"10R2U-Y-T22-5x","10R2U","10","R2","U","Y","T22","5","NR1","UNKNOWN","Undetermined","P29","stanford_expts","5"
"10R2U-N-T22-1x","10R2U","10","R2","U","N","T22","1","NR1","UNKNOWN","33.81657","P29","stanford_expts","5"
"10R2U-N-T22-1x","10R2U","10","R2","U","N","T22","1","NR1","UNKNOWN","33.27462","P29","stanford_expts","5"
"10R2U-N-T22-5x","10R2U","10","R2","U","N","T22","5","NR1","UNKNOWN","35.18614","P29","stanford_expts","5"
"10R2U-N-T22-5x","10R2U","10","R2","U","N","T22","5","NR1","UNKNOWN","Undetermined","P29","stanford_expts","5"
"10R2U-Y-T22-1x","10R2U","10","R2","U","Y","T22","1","NR1","UNKNOWN","Undetermined","P29","stanford_expts","5"
"10R2U-Y-T22-1x","10R2U","10","R2","U","Y","T22","1","NR1","UNKNOWN","36.67708","P29","stanford_expts","5"
"10R2U-Y-T22-5x","10R2U","10","R2","U","Y","T22","5","NR1","UNKNOWN","34.49924","P29","stanford_expts","5"
"10R2U-Y-T0-5x","10R2U","10","R2","U","Y","T0","5","MP1","UNKNOWN","16.19876","P30","stanford_expts","5"
"10R2U-N-T29-1x","10R2U","10","R2","U","N","T29","1","MP1","UNKNOWN","15.70615","P30","stanford_expts","5"
"10R2U-N-T29-1x","10R2U","10","R2","U","N","T29","1","MP1","UNKNOWN","15.62479","P30","stanford_expts","5"
"10R2U-N-T0-1x","10R2U","10","R2","U","N","T0","1","MP1","UNKNOWN","13.65283","P30","stanford_expts","5"
"10R2U-N-T0-1x","10R2U","10","R2","U","N","T0","1","MP1","UNKNOWN","13.82187","P30","stanford_expts","5"
"10R2U-N-T0-5x","10R2U","10","R2","U","N","T0","5","MP1","UNKNOWN","16.45453","P30","stanford_expts","5"
"10R2U-N-T0-5x","10R2U","10","R2","U","N","T0","5","MP1","UNKNOWN","16.85774","P30","stanford_expts","5"
"10R2U-Y-T0-1x","10R2U","10","R2","U","Y","T0","1","MP1","UNKNOWN","12.50086","P30","stanford_expts","5"
"10R2U-Y-T0-1x","10R2U","10","R2","U","Y","T0","1","MP1","UNKNOWN","12.58288","P30","stanford_expts","5"
"10R2U-Y-T0-5x","10R2U","10","R2","U","Y","T0","5","MP1","UNKNOWN","16.38515","P30","stanford_expts","5"
"10R2U-Y-T1-5x","10R2U","10","R2","U","Y","T1","5","MP1","UNKNOWN","15.89735","P30","stanford_expts","5"
"20R2U-N-T36-1x","20R2U","20","R2","U","N","T36","1","MP1","UNKNOWN","30.13643","P30","stanford_expts","5"
"20R2U-N-T36-1x","20R2U","20","R2","U","N","T36","1","MP1","UNKNOWN","32.25977","P30","stanford_expts","5"
"10R2U-N-T1-1x","10R2U","10","R2","U","N","T1","1","MP1","UNKNOWN","13.71372","P30","stanford_expts","5"
"10R2U-N-T1-1x","10R2U","10","R2","U","N","T1","1","MP1","UNKNOWN","14.31813","P30","stanford_expts","5"
"10R2U-N-T1-5x","10R2U","10","R2","U","N","T1","5","MP1","UNKNOWN","16.77951","P30","stanford_expts","5"
"10R2U-N-T1-5x","10R2U","10","R2","U","N","T1","5","MP1","UNKNOWN","16.69501","P30","stanford_expts","5"
"10R2U-Y-T1-1x","10R2U","10","R2","U","Y","T1","1","MP1","UNKNOWN","13.52224","P30","stanford_expts","5"
"10R2U-Y-T1-1x","10R2U","10","R2","U","Y","T1","1","MP1","UNKNOWN","12.18168","P30","stanford_expts","5"
"10R2U-Y-T1-5x","10R2U","10","R2","U","Y","T1","5","MP1","UNKNOWN","15.90736","P30","stanford_expts","5"
"10R2U-Y-T3-5x","10R2U","10","R2","U","Y","T3","5","MP1","UNKNOWN","15.48661","P30","stanford_expts","5"
"10R2U-Y-T29-1x","10R2U","10","R2","U","Y","T29","1","MP1","UNKNOWN","31.96608","P30","stanford_expts","5"
"10R2U-Y-T29-1x","10R2U","10","R2","U","Y","T29","1","MP1","UNKNOWN","31.16123","P30","stanford_expts","5"
"10R2U-N-T3-1x","10R2U","10","R2","U","N","T3","1","MP1","UNKNOWN","13.63594","P30","stanford_expts","5"
"10R2U-N-T3-1x","10R2U","10","R2","U","N","T3","1","MP1","UNKNOWN","13.27963","P30","stanford_expts","5"
"10R2U-N-T3-5x","10R2U","10","R2","U","N","T3","5","MP1","UNKNOWN","16.58929","P30","stanford_expts","5"
"10R2U-N-T3-5x","10R2U","10","R2","U","N","T3","5","MP1","UNKNOWN","16.66622","P30","stanford_expts","5"
"10R2U-Y-T3-1x","10R2U","10","R2","U","Y","T3","1","MP1","UNKNOWN","12.12798","P30","stanford_expts","5"
"10R2U-Y-T3-1x","10R2U","10","R2","U","Y","T3","1","MP1","UNKNOWN","12.13729","P30","stanford_expts","5"
"10R2U-Y-T3-5x","10R2U","10","R2","U","Y","T3","5","MP1","UNKNOWN","15.73687","P30","stanford_expts","5"
"10R2U-Y-T5-5x","10R2U","10","R2","U","Y","T5","5","MP1","UNKNOWN","16.38723","P30","stanford_expts","5"
"10R2U-N-T5-1x","10R2U","10","R2","U","N","T5","1","MP1","UNKNOWN","13.30288","P30","stanford_expts","5"
"10R2U-N-T5-1x","10R2U","10","R2","U","N","T5","1","MP1","UNKNOWN","13.33901","P30","stanford_expts","5"
"10R2U-N-T5-5x","10R2U","10","R2","U","N","T5","5","MP1","UNKNOWN","17.55774","P30","stanford_expts","5"
"10R2U-N-T5-5x","10R2U","10","R2","U","N","T5","5","MP1","UNKNOWN","16.24975","P30","stanford_expts","5"
"10R2U-Y-T5-1x","10R2U","10","R2","U","Y","T5","1","MP1","UNKNOWN","12.92656","P30","stanford_expts","5"
"10R2U-Y-T5-1x","10R2U","10","R2","U","Y","T5","1","MP1","UNKNOWN","13.22996","P30","stanford_expts","5"
"10R2U-Y-T5-5x","10R2U","10","R2","U","Y","T5","5","MP1","UNKNOWN","16.30395","P30","stanford_expts","5"
"10R2U-Y-T7-5x","10R2U","10","R2","U","Y","T7","5","MP1","UNKNOWN","17.72897","P30","stanford_expts","5"
"10R2U-N-T29-5x","10R2U","10","R2","U","N","T29","5","MP1","UNKNOWN","18.97618","P30","stanford_expts","5"
"10R2U-N-T29-5x","10R2U","10","R2","U","N","T29","5","MP1","UNKNOWN","18.87993","P30","stanford_expts","5"
"10R2U-N-T7-1x","10R2U","10","R2","U","N","T7","1","MP1","UNKNOWN","13.84057","P30","stanford_expts","5"
"10R2U-N-T7-1x","10R2U","10","R2","U","N","T7","1","MP1","UNKNOWN","13.66013","P30","stanford_expts","5"
"10R2U-N-T10-5x","10R2U","10","R2","U","N","T10","5","MP1","UNKNOWN","18.62066","P30","stanford_expts","5"
"10R2U-N-T10-5x","10R2U","10","R2","U","N","T10","5","MP1","UNKNOWN","18.45873","P30","stanford_expts","5"
"10R2U-Y-T7-1x","10R2U","10","R2","U","Y","T7","1","MP1","UNKNOWN","13.82998","P30","stanford_expts","5"
"10R2U-Y-T7-1x","10R2U","10","R2","U","Y","T7","1","MP1","UNKNOWN","13.80992","P30","stanford_expts","5"
"10R2U-Y-T7-5x","10R2U","10","R2","U","Y","T7","5","MP1","UNKNOWN","17.66645","P30","stanford_expts","5"
"10R2U-Y-T10-5x","10R2U","10","R2","U","Y","T10","5","MP1","UNKNOWN","18.86449","P30","stanford_expts","5"
"20R2U-N-T36-5x","20R2U","20","R2","U","N","T36","5","MP1","UNKNOWN","34.7297","P30","stanford_expts","5"
"20R2U-N-T36-5x","20R2U","20","R2","U","N","T36","5","MP1","UNKNOWN","Undetermined","P30","stanford_expts","5"
"10R2U-N-T10-1x","10R2U","10","R2","U","N","T10","1","MP1","UNKNOWN","14.75961","P30","stanford_expts","5"
"10R2U-N-T10-1x","10R2U","10","R2","U","N","T10","1","MP1","UNKNOWN","14.66468","P30","stanford_expts","5"
"10R2U-N-T7-5x","10R2U","10","R2","U","N","T7","5","MP1","UNKNOWN","16.75647","P30","stanford_expts","5"
"10R2U-N-T7-5x","10R2U","10","R2","U","N","T7","5","MP1","UNKNOWN","17.57192","P30","stanford_expts","5"
"10R2U-Y-T10-1x","10R2U","10","R2","U","Y","T10","1","MP1","UNKNOWN","15.15938","P30","stanford_expts","5"
"10R2U-Y-T10-1x","10R2U","10","R2","U","Y","T10","1","MP1","UNKNOWN","15.14583","P30","stanford_expts","5"
"10R2U-Y-T10-5x","10R2U","10","R2","U","Y","T10","5","MP1","UNKNOWN","18.89684","P30","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"MP1","NTC","Undetermined","P30","stanford_expts","extraction_control_5"
"10R2U-Y-T14-5x","10R2U","10","R2","U","Y","T14","5","MP1","UNKNOWN","18.82485","P30","stanford_expts","5"
"10R2U-Y-T29-5x","10R2U","10","R2","U","Y","T29","5","MP1","UNKNOWN","Undetermined","P30","stanford_expts","5"
"10R2U-Y-T29-5x","10R2U","10","R2","U","Y","T29","5","MP1","UNKNOWN","Undetermined","P30","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"MP1","NTC","Undetermined","P30","stanford_expts","extraction_control_5"
"10R2U-N-T14-1x","10R2U","10","R2","U","N","T14","1","MP1","UNKNOWN","14.4741","P30","stanford_expts","5"
"10R2U-N-T14-1x","10R2U","10","R2","U","N","T14","1","MP1","UNKNOWN","14.08047","P30","stanford_expts","5"
"10R2U-N-T14-5x","10R2U","10","R2","U","N","T14","5","MP1","UNKNOWN","16.8258","P30","stanford_expts","5"
"10R2U-N-T14-5x","10R2U","10","R2","U","N","T14","5","MP1","UNKNOWN","17.48126","P30","stanford_expts","5"
"10R2U-Y-T14-1x","10R2U","10","R2","U","Y","T14","1","MP1","UNKNOWN","14.93801","P30","stanford_expts","5"
"10R2U-Y-T14-1x","10R2U","10","R2","U","Y","T14","1","MP1","UNKNOWN","14.83072","P30","stanford_expts","5"
"10R2U-Y-T14-5x","10R2U","10","R2","U","Y","T14","5","MP1","UNKNOWN","18.83093","P30","stanford_expts","5"
"10R2U-Y-T22-5x","10R2U","10","R2","U","Y","T22","5","MP1","UNKNOWN","19.78612","P30","stanford_expts","5"
"10R2U-N-T22-1x","10R2U","10","R2","U","N","T22","1","MP1","UNKNOWN","16.82616","P30","stanford_expts","5"
"10R2U-N-T22-1x","10R2U","10","R2","U","N","T22","1","MP1","UNKNOWN","16.15637","P30","stanford_expts","5"
"10R2U-N-T22-5x","10R2U","10","R2","U","N","T22","5","MP1","UNKNOWN","20.10175","P30","stanford_expts","5"
"10R2U-N-T22-5x","10R2U","10","R2","U","N","T22","5","MP1","UNKNOWN","19.83281","P30","stanford_expts","5"
"10R2U-Y-T22-1x","10R2U","10","R2","U","Y","T22","1","MP1","UNKNOWN","16.13858","P30","stanford_expts","5"
"10R2U-Y-T22-1x","10R2U","10","R2","U","Y","T22","1","MP1","UNKNOWN","16.49353","P30","stanford_expts","5"
