"sample_date","time_point","read_date","id","storage_condition","dilution_factor","sample_vol_uL","plaque_count"
"2021-11-15","T7","2021-11-16","20R2U","20","1","300","0"
"2021-11-15","T7","2021-11-16","20R2U","20","10","300","0"
"2021-11-15","T7","2021-11-16","20R2U","20","100","300","0"
"2021-11-15","T7","2021-11-16","neg_ecoli_only","NA","1","300","0"
"2021-11-15","T7","2021-11-16","15C1N","15","1","300","0"
"2021-11-18","T10","2021-11-19","15R1F","15","1","300","TNTC"
"2021-11-18","T10","2021-11-19","15R1F","15","10","300","TNTC"
"2021-11-18","T10","2021-11-19","15R1F","15","100","300","264"
"2021-11-18","T10","2021-11-19","15R1F","15","1000","300","33"
"2021-11-18","T10","2021-11-19","15R2F","15","1","300","TNTC"
"2021-11-18","T10","2021-11-19","15R2F","15","10","300","92"
"2021-11-18","T10","2021-11-19","15R2F","15","100","300","1"
"2021-11-18","T10","2021-11-19","15R2F","15","1000","300","1"
"2021-11-18","T10","2021-11-19","15R1U","15","1","300","201"
"2021-11-18","T10","2021-11-19","15R1U","15","10","300","27"
"2021-11-18","T10","2021-11-19","15R1U","15","100","300","0"
"2021-11-18","T10","2021-11-19","15R2U","15","1","300","TNTC"
"2021-11-18","T10","2021-11-19","15R2U","15","10","300","103"
"2021-11-18","T10","2021-11-19","15R2U","15","100","300","1"
"2021-11-18","T10","2021-11-19","15R2U","15","1000","300","0"
"2021-11-18","T10","2021-11-19","10R1F","10","100","300","TNTC"
"2021-11-18","T10","2021-11-19","10R1F","10","1000","300","TNTC"
"2021-11-18","T10","2021-11-19","10R1F","10","10000","300","64"
"2021-11-18","T10","2021-11-19","10R2F","10","100","300","TNTC"
"2021-11-18","T10","2021-11-19","10R2F","10","1000","300","TNTC"
"2021-11-18","T10","2021-11-19","10R2F","10","10000","300","111"
"2021-11-18","T10","2021-11-19","10R1U","10","10","300","TNTC"
"2021-11-18","T10","2021-11-19","10R1U","10","100","300","TNTC"
"2021-11-18","T10","2021-11-19","10R1U","10","1000","300","415"
"2021-11-18","T10","2021-11-19","10R2U","10","10","300","TNTC"
"2021-11-18","T10","2021-11-19","10R2U","10","100","300","TNTC"
"2021-11-18","T10","2021-11-19","10R2U","10","1000","300","143"
"2021-11-18","T10","2021-11-19","20R1F","20","1","300","0"
"2021-11-18","T10","2021-11-19","20R1F","20","10","300","0"
"2021-11-18","T10","2021-11-19","20R1F","20","100","300","0"
"2021-11-18","T10","2021-11-19","20R2F","20","1","300","TNTC"
"2021-11-18","T10","2021-11-19","20R2F","20","10","300","TNTC"
"2021-11-18","T10","2021-11-19","20R2F","20","100","300","142"
"2021-11-18","T10","2021-11-19","20R1U","20","1","300","0"
"2021-11-18","T10","2021-11-19","20R1U","20","10","300","0"
"2021-11-18","T10","2021-11-19","20R2U","20","1","300","0"
"2021-11-18","T10","2021-11-19","20R2U","20","10","300","0"
"2021-11-18","T10","2021-11-19","neg_ecoli_only","NA","1","300","0"
"2021-11-18","T10","2021-11-19","15C1N","15","1","300","0"
"2021-11-18","T10","2021-11-20","10R1U","10","100","300","TNTC"
"2021-11-18","T10","2021-11-20","10R1U","10","1000","300","TNTC"
"2021-11-18","T10","2021-11-20","10R1U","10","10000","300","128"
"2021-11-18","T10","2021-11-20","10R2U","10","10","300","TNTC"
"2021-11-18","T10","2021-11-20","10R2U","10","100","300","TNTC"
"2021-11-18","T10","2021-11-20","10R2U","10","1000","300","TNTC"
"2021-11-18","T10","2021-11-20","neg_ecoli_only","NA","1","300","0"
"2021-11-22","T14","2021-11-23","15R1F","15","1","300","TNTC"
"2021-11-22","T14","2021-11-23","15R1F","15","10","300","TNTC"
"2021-11-22","T14","2021-11-23","15R1F","15","100","300","232"
"2021-11-22","T14","2021-11-23","15R1F","15","1000","300","35"
"2021-11-22","T14","2021-11-23","15R2F","15","1","300","44"
"2021-11-22","T14","2021-11-23","15R2F","15","10","300","2"
"2021-11-22","T14","2021-11-23","15R2F","15","100","300","0"
"2021-11-22","T14","2021-11-23","15R2F","15","1000","300","0"
"2021-11-22","T14","2021-11-23","15R1U","15","1","300","1"
"2021-11-22","T14","2021-11-23","15R1U","15","10","300","0"
"2021-11-22","T14","2021-11-23","15R1U","15","100","300","0"
"2021-11-22","T14","2021-11-23","15R2U","15","1","300","2"
"2021-11-22","T14","2021-11-23","15R2U","15","10","300","1"
"2021-11-22","T14","2021-11-23","15R2U","15","100","300","0"
"2021-11-22","T14","2021-11-23","10R1F","10","100","300","TNTC"
"2021-11-22","T14","2021-11-23","10R1F","10","1000","300","249"
"2021-11-22","T14","2021-11-23","10R1F","10","10000","300","33"
"2021-11-22","T14","2021-11-23","10R2F","10","100","300","TNTC"
